,Portfolio Value
2019-05-29,26997.830241794916
2019-05-30,27167.212479014568
2019-05-31,27338.13557582816
2019-06-03,27609.357351495448
2019-06-04,28347.327374299643
2019-06-05,28655.468340036343
2019-06-06,29068.50281461413
2019-06-07,29249.56007729871
2019-06-10,29267.00399170388
2019-06-11,29549.415946180285
2019-06-12,29360.10291842996
2019-06-13,29574.011481541507
2019-06-14,29544.49604513579
2019-06-17,29813.969803508946
2019-06-18,30040.499161362724
2019-06-19,30150.455386846723
2019-06-20,29875.09098146471
2019-06-21,29979.77672716437
2019-06-24,29528.887684532176
2019-06-25,29146.08111840645
2019-06-26,29384.248850569784
2019-06-27,29651.07840130783
2019-06-28,29714.837490987167
2019-07-01,30096.47120336332
2019-07-02,30520.0176876596
2019-07-03,30595.058630505646
2019-07-05,30662.73764813956
2019-07-08,30632.89079116926
2019-07-09,30703.776138187917
2019-07-10,30608.62451446353
2019-07-11,30796.793028251595
2019-07-12,30809.821916605048
2019-07-15,30930.049406851165
2019-07-16,30912.373545834176
2019-07-17,31185.536016270093
2019-07-18,31003.29700289675
2019-07-19,30989.983091161466
2019-07-22,30675.010319773708
2019-07-23,30413.485322373028
2019-07-24,30513.058659957132
2019-07-25,29542.487536835073
2019-07-26,29418.801230151003
2019-07-29,29294.77066829099
2019-07-30,29959.4450650857
2019-07-31,30035.931332669097
2019-08-01,29949.809438602173
2019-08-02,29058.76271378045
2019-08-05,29572.35412965202
2019-08-06,30133.370742182065
2019-08-07,30639.566021769308
2019-08-08,30739.461483172785
2019-08-09,30481.822200789935
2019-08-12,30801.772847651024
2019-08-13,29927.88081512216
2019-08-14,30392.196536076728
2019-08-15,30808.12518882075
2019-08-16,31134.609947370496
2019-08-19,31043.5705410965
2019-08-20,31461.158711714605
2019-08-21,31547.590449607673
2019-08-22,30991.366656198374
2019-08-23,31390.08010154561
2019-08-26,31187.962237854892
2019-08-27,31322.889784405703
2019-08-28,31163.944801568585
2019-08-29,31154.452103940173
2019-08-30,31074.499885121186
2019-09-03,30871.19548974026
2019-09-04,30482.330577906898
2019-09-05,30477.687536289483
2019-09-06,29755.46880889929
2019-09-09,29123.111958248643
2019-09-10,29342.594218401635
2019-09-11,29268.261550308882
2019-09-12,29299.118889541143
2019-09-13,29441.98927525442
2019-09-16,30068.573531767466
2019-09-17,30053.61315620179
2019-09-18,30199.691570288527
2019-09-19,30190.993574566506
2019-09-20,30133.370773758234
2019-09-23,30075.86998063592
2019-09-24,30039.95550894698
2019-09-25,30012.23247901141
2019-09-26,29628.107190243594
2019-09-27,29817.850099156127
2019-09-30,29559.2772053483
2019-10-01,29124.183755111324
2019-10-02,29347.539089112433
2019-10-03,29807.632356307444
2019-10-04,29755.88602045219
2019-10-07,29623.24530790317
2019-10-08,29899.35757632428
2019-10-09,29966.623345856264
2019-10-10,29803.777698404156
2019-10-11,29802.136220996395
2019-10-14,29681.654719731894
2019-10-15,29703.327899533895
2019-10-16,29897.65334920584
2019-10-17,30030.10245759994
2019-10-18,30203.60923333887
2019-10-21,29914.550685437152
2019-10-22,29897.8482333071
2019-10-23,29966.783342159895
2019-10-24,29882.8240999675
2019-10-25,29825.65702704967
2019-10-28,29777.39070319989
2019-10-29,29547.648820959756
2019-10-30,29615.410729368537
2019-10-31,29392.1488983938
2019-11-01,29080.874357615565
2019-11-04,28919.565726637116
2019-11-05,28962.026102573614
2019-11-06,28886.971365714304
2019-11-07,28963.883946924307
2019-11-08,29039.974411399144
2019-11-11,29042.750179613657
2019-11-12,29332.204045425042
2019-11-13,29404.978716206566
2019-11-14,29454.716457681476
2019-11-15,29556.060044823855
2019-11-18,29564.307251096852
2019-11-19,29575.204861389873
2019-11-20,29280.933075415225
2019-11-21,29275.233364884134
2019-11-22,29467.555496340632
2019-11-25,29682.90684774031
2019-11-26,29730.059616141734
2019-11-27,29505.499027659498
2019-11-29,29371.537102364
2019-12-02,29482.614775559978
2019-12-03,29608.208655116498
2019-12-04,29658.198563751244
2019-12-05,29779.89332942992
2019-12-06,29648.091600101863
2019-12-09,29475.166728499084
2019-12-10,29573.201752589044
2019-12-11,29413.193695204438
2019-12-12,29553.82031274765
2019-12-13,29797.12575012506
2019-12-16,29778.184909769414
2019-12-17,29762.228765542837
2019-12-18,29826.117188211436
2019-12-19,30003.46719223118
2019-12-20,29839.895233590138
2019-12-23,29981.23946679736
2019-12-24,30086.58257281434
2019-12-26,30103.693358714692
2019-12-27,30029.851287533333
2019-12-30,30063.340382781265
2019-12-31,30099.398987709294
2020-01-02,30032.356649341666
2020-01-03,30207.51516508073
2020-01-06,30296.85641576292
2020-01-07,30174.490488862866
2020-01-08,30251.04783046704
2020-01-09,30297.266851149485
2020-01-10,30476.0270172631
2020-01-13,30596.960673664085
2020-01-14,30702.5202054377
2020-01-15,30828.215797508885
2020-01-16,30820.328691148574
2020-01-17,31003.25990036123
2020-01-21,31198.358544076204
2020-01-22,31188.29536098727
2020-01-23,31175.089709922915
2020-01-24,31018.173907485896
2020-01-27,31239.47171239599
2020-01-28,31300.49940610543
2020-01-29,31618.376830085108
2020-01-30,31214.98800742178
2020-01-31,31826.9313937442
2020-02-03,32203.714161610224
2020-02-04,31788.133730383703
2020-02-05,31926.91024263707
2020-02-06,31753.85761205253
2020-02-07,32198.576607668412
2020-02-10,32471.955025531337
2020-02-11,32451.016660215308
2020-02-12,32850.19206122449
2020-02-13,33006.128642432705
2020-02-14,33248.92786619911
2020-02-18,33546.20719761805
2020-02-19,33704.75690415622
2020-02-20,33589.843954723656
2020-02-21,33013.443282793894
2020-02-24,32137.170439232374
2020-02-25,32129.242600072535
2020-02-26,30681.29099213232
2020-02-27,30135.562035687304
2020-02-28,31850.272507597583
2020-03-02,31440.269915464312
2020-03-03,32872.15993856515
2020-03-04,32829.76870072349
2020-03-05,32350.113055260543
2020-03-06,30114.002208788836
2020-03-09,30849.120459897826
2020-03-10,29393.568705208396
2020-03-11,27429.026383608616
2020-03-12,27837.103035925615
2020-03-13,25263.798188937442
2020-03-16,26731.658842353194
2020-03-17,25960.96103862253
2020-03-18,26369.890004562705
2020-03-19,24651.5315406879
2020-03-20,24718.27542277303
2020-03-23,25350.86015803289
2020-03-24,24958.206744650128
2020-03-25,25854.684752938356
2020-03-26,25865.083045150648
2020-03-27,26398.19932164505
2020-03-30,26393.962516211057
2020-03-31,26177.52375623258
2020-04-01,26525.837653997994
2020-04-02,26539.57254039323
2020-04-03,27355.651937621307
2020-04-06,27040.575028094405
2020-04-07,27281.27778895246
2020-04-08,27892.252737811097
2020-04-09,28290.156750858394
2020-04-13,28959.718674349107
2020-04-14,29050.87886407794
2020-04-15,29911.675935330004
2020-04-16,30248.468157300627
2020-04-17,30173.665575956147
2020-04-20,29191.995719839644
2020-04-21,29985.501293030316
2020-04-22,30114.940053312683
2020-04-23,30636.513258346728
2020-04-24,30896.31737076818
2020-04-27,30064.897769087474
2020-04-28,30238.82217573916
2020-04-29,29996.191212396796
2020-04-30,29590.950211332867
2020-05-01,30481.64109277079
2020-05-04,31354.91353585808
2020-05-05,30906.202061563832
2020-05-06,31185.44546139676
2020-05-07,31594.23506191686
2020-05-08,31826.754132678743
2020-05-11,31187.778879949572
2020-05-12,31370.50739068868
2020-05-13,31389.01048287304
2020-05-14,31387.018037920043
2020-05-15,31000.801364361505
2020-05-18,30844.74139171806
2020-05-19,31205.748055342334
2020-05-20,30629.33933307169
2020-05-21,30840.938553986147
2020-05-22,29693.545315691743
2020-05-26,29228.66256168575
2020-05-27,29857.044685971956
2020-05-28,31313.652262368283
2020-05-29,31195.900726968433
2020-06-01,31266.9078576766
2020-06-02,30790.612257616427
2020-06-03,30268.677909135386
2020-06-04,30538.628413951436
2020-06-05,31574.598746934353
2020-06-08,31569.191038558998
2020-06-09,32080.79466983245
2020-06-10,30905.418664479843
2020-06-11,30561.04647763268
2020-06-12,31393.40858000497
2020-06-15,31283.42902359174
2020-06-16,31733.225714054082
2020-06-17,31656.631804582084
2020-06-18,32627.126028696886
2020-06-19,32154.261197800806
2020-06-22,32101.740809481853
2020-06-23,31191.478144035667
2020-06-24,31619.40403195257
2020-06-25,31094.24764687296
2020-06-26,31786.501314502184
2020-06-29,32570.108156684637
2020-06-30,32461.099230960914
2020-07-01,33352.91151421075
2020-07-02,34670.1733170826
2020-07-06,35146.23896103133
2020-07-07,35088.27256015273
2020-07-08,35429.48872648449
2020-07-09,35878.59852686622
2020-07-10,34802.01788346838
2020-07-13,35659.78881840028
2020-07-14,35561.25615734149
2020-07-15,35361.39991648717
2020-07-16,35731.91736175523
2020-07-17,36785.50551507711
2020-07-20,36006.65007842205
2020-07-21,36183.97121247199
2020-07-22,35682.23670645017
2020-07-23,34981.45265958148
2020-07-24,35953.10778993244
2020-07-27,35483.69823263596
2020-07-28,35895.29862015268
2020-07-29,35745.66079299074
2020-07-30,35994.7590173652
2020-07-31,36332.41076916991
2020-08-03,36924.255102602234
2020-08-04,36992.524587289714
2020-08-05,36791.21330432158
2020-08-06,36865.42564081198
2020-08-07,36194.566062778315
2020-08-10,34737.41415533398
2020-08-11,36202.705448673005
2020-08-12,36500.78729031336
2020-08-13,36712.63485948068
2020-08-14,38050.52374688576
2020-08-17,38251.58155465795
2020-08-18,38146.423900666625
2020-08-19,38557.76131499807
2020-08-20,38525.14119248808
2020-08-21,38189.82425183192
2020-08-24,38281.11420866793
2020-08-25,38876.783242455975
2020-08-26,39188.32353407153
2020-08-27,38699.2132225179
2020-08-28,40381.81633023848
2020-08-31,39645.93909033875
2020-09-01,39458.56422763042
2020-09-02,37384.15185196673
2020-09-03,37220.06974274594
2020-09-04,34834.63696537992
2020-09-08,36426.05508553548
2020-09-09,35952.149905457445
2020-09-10,35625.02398417081
2020-09-11,37098.46930219177
2020-09-14,37675.939106470825
2020-09-15,37284.819510473884
2020-09-16,36573.32829680167
2020-09-17,37110.06115984464
2020-09-18,37301.52812178992
2020-09-21,36841.5871117809
2020-09-22,35592.16070706308
2020-09-23,35610.37821438353
2020-09-24,35951.83201920559
2020-09-25,36494.83970265353
2020-09-28,36121.991221030265
2020-09-29,36358.99776336354
2020-09-30,36777.19902500274
2020-10-01,36203.107512042254
2020-10-02,37526.87635690156
2020-10-05,37067.741043350456
2020-10-06,37991.76157259396
2020-10-07,37731.61997112841
2020-10-08,38072.827828844864
2020-10-09,38406.30746964734
2020-10-12,38634.92472916858
2020-10-13,38130.148920888205
2020-10-14,38129.36786698519
2020-10-15,37661.60061133194
2020-10-16,37230.72544815103
2020-10-19,37432.607525086
2020-10-20,36790.36768837198
2020-10-21,36955.00428622358
2020-10-22,37176.761301523504
2020-10-23,36761.19220004525
2020-10-26,37154.23461215413
2020-10-27,35669.670020825644
2020-10-28,35241.628981900605
2020-10-29,34474.908161364336
2020-10-30,35035.18287749655
2020-11-02,35231.0524993932
2020-11-03,34932.89039920001
2020-11-04,35644.96736784681
2020-11-05,35654.78127452112
2020-11-06,34486.4240245057
2020-11-09,34018.23821325477
2020-11-10,34784.16896779776
2020-11-11,34478.08392202822
2020-11-12,34798.28641708267
2020-11-13,34998.56303332398
2020-11-16,35083.70936545853
2020-11-17,35400.72426648377
2020-11-18,35736.95793793849
2020-11-19,35517.57520457237
2020-11-20,36431.332681691354
2020-11-23,36986.63674943542
2020-11-24,37110.47730914972
2020-11-25,37325.75627494167
2020-11-27,37047.92757283757
2020-11-30,37356.31378959102
2020-12-01,36903.12024352257
2020-12-02,36935.824318540464
2020-12-03,37310.35039728747
2020-12-04,37505.18579032287
2020-12-07,37539.08373289392
2020-12-08,37039.38511158014
2020-12-09,37559.23516864462
2020-12-10,37203.41188427981
2020-12-11,36954.06414922034
2020-12-14,37425.624809859284
2020-12-15,37421.14160395101
2020-12-16,37749.93731682602
2020-12-17,38055.62383174763
2020-12-18,37807.516428785995
2020-12-21,38032.61145404952
2020-12-22,38115.251187554415
2020-12-23,38222.370870042614
2020-12-24,37838.84263029698
2020-12-28,37706.22532570478
2020-12-29,38174.21165748425
2020-12-30,38525.75148945088
2020-12-31,37958.11969532278
2021-01-04,38585.229662025034
2021-01-05,40163.801353369425
2021-01-06,41249.747602635456
2021-01-07,41569.217513328236
2021-01-08,41100.49673816569
2021-01-11,41624.02461901517
2021-01-12,41493.45354752517
2021-01-13,41918.817586876634
2021-01-14,41242.82309630869
2021-01-15,41108.48631545886
2021-01-19,41280.062296092074
2021-01-20,41092.862681803985
2021-01-21,41120.92530731075
2021-01-22,40940.380868106906
2021-01-25,41074.05488747436
2021-01-26,40444.84239319218
2021-01-27,39358.9831864113
2021-01-28,38320.42665024675
2021-01-29,39505.649515604906
2021-02-01,39933.98678829926
2021-02-02,39756.97238208779
2021-02-03,40121.1287621832
2021-02-04,40798.05084748341
2021-02-05,41555.183178900144
2021-02-08,41301.19046209546
2021-02-09,41417.016792378905
2021-02-10,42449.796371016695
2021-02-11,42762.175507436696
2021-02-12,42985.29756631499
2021-02-16,43316.39755753347
2021-02-17,43082.02410308421
2021-02-18,43640.36150804418
2021-02-19,43278.13677991709
2021-02-22,42762.965237717
2021-02-23,43186.676775508175
2021-02-24,41821.60992056661
2021-02-25,42328.9607610618
2021-02-26,43672.56515610662
2021-03-01,43283.27204772957
2021-03-02,42447.31901991967
2021-03-03,41738.03220995253
2021-03-04,42681.75762942144
2021-03-05,44031.971034740294
2021-03-08,44231.526637766
2021-03-09,45007.83129381107
2021-03-10,46295.28732013989
2021-03-11,47668.60404814099
2021-03-12,48697.84961071114
2021-03-15,48173.62552573625
2021-03-16,47889.29190179031
2021-03-17,47661.55447476488
2021-03-18,47867.15253868598
2021-03-19,47788.64762046241
2021-03-22,45483.68630149703
2021-03-23,42869.02584250137
2021-03-24,43377.17447714204
2021-03-25,43055.31654323417
2021-03-26,41964.853396776474
2021-03-29,42893.53816668815
2021-03-30,42886.68915984375
2021-03-31,43286.72079100525
2021-04-01,43701.725578505
2021-04-05,43898.14405301784
2021-04-06,43614.70953319714
2021-04-07,43805.25295670633
2021-04-08,44112.05266172602
2021-04-09,43901.27987127381
2021-04-12,43674.601141695195
2021-04-13,43819.40481579158
2021-04-14,44104.15148633158
2021-04-15,44410.174527816685
2021-04-16,44116.0768163629
2021-04-19,43611.69431752908
2021-04-20,44024.10657507832
2021-04-21,43997.981391301095
2021-04-22,44614.7826081387
2021-04-23,45212.229709726504
2021-04-26,45556.671014227366
2021-04-27,45590.39381248375
2021-04-28,46008.48537445604
2021-04-29,45511.236035640366
2021-04-30,45528.82222637197
2021-05-03,45564.26353722539
2021-05-04,45754.40142847941
2021-05-05,45556.58565947102
2021-05-06,46573.51764546145
2021-05-07,46187.0349661428
2021-05-10,45487.73058923278
2021-05-11,44139.93360165597
2021-05-12,44748.26042821836
2021-05-13,45677.83921701137
2021-05-14,45587.54719973476
2021-05-17,44865.511640282
2021-05-18,44189.222582700466
2021-05-19,44309.48729974968
2021-05-20,44216.83849100591
2021-05-21,44550.07692123083
2021-05-24,44285.103605990334
2021-05-25,44558.64014847357
2021-05-26,44740.398264982665
2021-05-27,44643.9085102374
2021-05-28,44650.79066733034
2021-06-01,44624.47649810465
2021-06-02,44352.23349720252
2021-06-03,44634.27328011649
2021-06-04,44697.88944860479
2021-06-07,45150.63298413302
2021-06-08,45035.94885208719
2021-06-09,45009.630284241175
2021-06-10,45139.846688284626
2021-06-11,45108.88984244121
2021-06-14,45380.77689767606
2021-06-15,45385.04327761397
2021-06-16,45133.97104169044
2021-06-17,44578.28013795618
2021-06-18,45445.25538397984
2021-06-21,45338.67367316078
2021-06-22,45543.4589518268
2021-06-23,45314.12442911556
2021-06-24,45352.32782821183
2021-06-25,45330.057469608575
2021-06-28,45331.846169752134
2021-06-29,45349.68489307555
2021-06-30,45747.64717987879
2021-07-01,46056.61179505723
2021-07-02,46173.466216707566
2021-07-06,46205.396457050774
2021-07-07,45913.42486475672
2021-07-08,46694.10762664738
2021-07-09,47176.761230262186
2021-07-12,46791.5947712461
2021-07-13,46729.34970633624
2021-07-14,46692.07940018292
2021-07-15,46429.654657171144
2021-07-16,45840.954751772195
2021-07-19,46857.69990493471
2021-07-20,47049.236018056916
2021-07-21,47338.58806606917
2021-07-22,47678.580741733254
2021-07-23,47672.47325320942
2021-07-26,47568.33608724409
2021-07-27,47567.47279939742
2021-07-28,47985.020651954335
2021-07-29,47964.36636417321
2021-07-30,48087.23974258136
2021-08-02,48658.16311854647
2021-08-03,48653.69145902609
2021-08-04,48821.31076131894
2021-08-05,48895.61127446979
2021-08-06,49104.98888005167
2021-08-09,49379.41315692088
2021-08-10,49378.33254134108
2021-08-11,49679.9243788764
2021-08-12,49760.793735095554
2021-08-13,49878.78500010432
2021-08-16,49903.12178771851
2021-08-17,49478.39514031214
2021-08-18,49436.9071624497
2021-08-19,49860.58048298696
2021-08-20,49867.22517426526
2021-08-23,49578.13613687172
2021-08-24,49898.98085132903
2021-08-25,49769.12298232177
2021-08-26,50234.09691803
2021-08-27,50410.248902254054
2021-08-30,50435.927823168015
2021-08-31,50572.26032504665
2021-09-01,51094.88644329431
2021-09-02,51051.80091150273
2021-09-03,50482.10140149232
2021-09-07,50685.901125071316
2021-09-08,50204.27265003155
2021-09-09,49485.096176411054
2021-09-10,49060.18293050478
2021-09-13,49037.02044509695
2021-09-14,49746.03449386569
2021-09-15,49596.54976631481
2021-09-16,48947.229622180945
2021-09-17,47832.984632959895
2021-09-20,48116.66219591923
2021-09-21,48258.43130150758
2021-09-22,48549.492843314656
2021-09-23,48217.00337880698
2021-09-24,47438.96021422081
2021-09-27,46422.01329303866
2021-09-28,46864.5925986615
2021-09-29,46090.757583833336
2021-09-30,46483.96899097622
2021-10-01,46192.57423914803
2021-10-04,46777.572198119386
2021-10-05,46809.108039163824
2021-10-06,47078.58408780966
2021-10-07,47134.1768317307
2021-10-08,46983.090478703394
2021-10-11,47378.91321418058
2021-10-12,47883.68968604885
2021-10-13,48754.50603492188
2021-10-14,48633.78215972765
2021-10-15,49157.75564088303
2021-10-18,49241.18728926891
2021-10-19,49651.33937086628
2021-10-20,49846.67485559781
2021-10-21,50425.08340519214
2021-10-22,50523.05684612956
2021-10-25,50304.3085848638
2021-10-26,49519.68184163841
2021-10-27,50251.48272105715
2021-10-28,50386.74323847613
2021-10-29,50153.42578491074
2021-11-01,50929.4941700959
2021-11-02,50860.336592821215
2021-11-03,51325.27579231639
2021-11-04,50870.87106156315
2021-11-05,50937.58818422089
2021-11-08,51088.27101273174
2021-11-09,50668.02151409229
2021-11-10,51294.100330491136
2021-11-11,51365.18092970212
2021-11-12,51707.97670320552
2021-11-15,51821.558994371
2021-11-16,51807.31428216793
2021-11-17,52136.182997887554
2021-11-18,52024.29147029786
2021-11-19,51922.024075034984
2021-11-22,52085.75020527877
2021-11-23,52663.68143312996
2021-11-24,51987.16555598074
2021-11-26,52650.5927991185
2021-11-29,51735.67407887739
2021-11-30,51086.00542499016
2021-12-01,51632.61739679956
2021-12-02,51266.073246440516
2021-12-03,50801.78690826869
2021-12-06,51960.78238926745
2021-12-07,52046.999981481764
2021-12-08,51656.63434459553
2021-12-09,52517.873969225315
2021-12-10,52824.93847528539
2021-12-13,52057.513200249574
2021-12-14,53625.92673201776
2021-12-15,53702.32783367306
2021-12-16,52891.6477563378
2021-12-17,52926.768408502234
2021-12-20,53024.64401396049
2021-12-21,53613.00516645818
2021-12-22,53574.5726641286
2021-12-23,54617.97738698965
2021-12-27,54426.16154250236
2021-12-28,54498.51558721316
2021-12-29,54430.07002903922
2021-12-30,54655.046553926135
2021-12-31,53828.3252506562
2022-01-03,53395.16820035829
2022-01-04,52648.43800698443
2022-01-05,52483.73177396764
2022-01-06,52061.87384775244
2022-01-07,51908.32470817941
2022-01-10,52132.348084528596
2022-01-11,52441.36401836669
2022-01-12,51988.52320070966
2022-01-13,52029.84854662471
2022-01-14,51177.70620156521
2022-01-18,50538.57048175868
2022-01-19,50077.50219345808
2022-01-20,49150.57475385274
2022-01-21,49022.648036595674
2022-01-24,48614.399788646755
2022-01-25,48427.242525933405
2022-01-26,48176.4714099699
2022-01-27,48850.31158191767
2022-01-28,48976.54501405644
2022-01-31,49182.148721331956
2022-02-01,50004.09999366853
2022-02-02,49676.3886659024
2022-02-03,49601.4336494605
2022-02-04,49559.017153984074
2022-02-07,49288.86551523798
2022-02-08,49533.70101368925
2022-02-09,48647.82056417716
2022-02-10,48387.45931649751
2022-02-11,48021.227509705364
2022-02-14,48144.06329000569
2022-02-15,48304.00608637578
2022-02-16,47758.007980259186
2022-02-17,47453.97495242574
2022-02-18,46564.76641151402
2022-02-22,46125.12575164459
2022-02-23,46245.0299512632
2022-02-24,47805.69302946542
2022-02-25,48046.120623333154
2022-02-28,47733.87597796651
2022-03-01,48406.161910990995
2022-03-02,48877.361673980115
2022-03-03,49657.79633839073
2022-03-04,49452.84069860073
2022-03-07,49099.98086289147
2022-03-08,49127.012317630775
2022-03-09,49815.18133298632
2022-03-10,49710.81399745393
2022-03-11,49418.241241493924
2022-03-14,49418.36587419679
2022-03-15,49110.36947365623
2022-03-16,49826.56406696313
2022-03-17,50195.994424303695
2022-03-18,50691.4976677175
2022-03-21,50645.12101871633
2022-03-22,50836.515618429796
2022-03-23,51478.8800959547
2022-03-24,52246.66923521631
2022-03-25,52195.28883297907
2022-03-28,52051.70253656051
2022-03-29,52269.75259437075
2022-03-30,52173.41731401376
2022-03-31,52377.524252713796
2022-04-01,52428.17008916903
2022-04-04,52431.69972665428
2022-04-05,53217.381726104504
2022-04-06,53961.29778143747
2022-04-07,54352.49323938803
2022-04-08,53086.24632621113
2022-04-11,53356.735147940075
2022-04-12,53682.83645969609
2022-04-13,53705.67171232286
2022-04-14,53740.39135285618
2022-04-18,53412.415075411554
2022-04-19,53840.16438171262
2022-04-20,52505.77020635481
2022-04-21,50982.0013057513
2022-04-22,50907.1928286711
2022-04-25,50234.63787344097
2022-04-26,50231.87876813028
2022-04-27,50720.90087002295
2022-04-28,49218.20832055892
2022-04-29,48877.1385985674
2022-05-02,49551.89097233556
2022-05-03,50793.80436985315
2022-05-04,49793.247824084
2022-05-05,50593.5855362376
2022-05-06,48476.8983132894
2022-05-09,48571.9643907863
2022-05-10,48906.48175269256
2022-05-11,48609.371140357616
2022-05-12,49317.63064442246
2022-05-13,50067.18055417062
2022-05-16,50116.58142859929
2022-05-17,48044.89019975097
2022-05-18,47782.413885582435
2022-05-19,47689.418951044754
2022-05-20,48313.41926511999
2022-05-23,48817.18390098174
2022-05-24,49313.23777760405
2022-05-25,49118.594884094266
2022-05-26,49433.71195057718
2022-05-27,48646.385777687625
2022-05-31,48570.645160040905
2022-06-01,48472.8562260925
2022-06-02,48460.927872671775
2022-06-03,48582.022868457
2022-06-06,49342.552366878335
2022-06-07,48901.47820815115
2022-06-08,47764.103052199716
2022-06-09,47352.34524734398
2022-06-10,45492.73937332751
2022-06-13,44955.67737442563
2022-06-14,44709.252038801016
2022-06-15,43597.654223627665
2022-06-16,43038.82012883445
2022-06-17,44504.972261595176
2022-06-21,44468.95975883671
2022-06-22,44920.31241621477
2022-06-23,45890.05065028004
2022-06-24,46247.51199842539
2022-06-27,45631.55218373445
2022-06-28,45861.44430872527
2022-06-29,45548.90834746242
2022-06-30,46018.04736296804
2022-07-01,45397.573657419045
2022-07-05,45397.69826318443
2022-07-06,45530.265183056326
2022-07-07,45927.37440359604
2022-07-08,45776.25189943348
2022-07-11,45401.06246823483
2022-07-12,45292.8210960627
2022-07-13,45049.92490252225
2022-07-14,45641.67117923191
2022-07-15,44960.33624595792
2022-07-18,45464.9838174133
2022-07-19,45301.98850743393
2022-07-20,45301.41155351879
2022-07-21,45354.87658629785
2022-07-22,46174.044543313874
2022-07-25,46153.30186256093
2022-07-26,46208.338708250136
2022-07-27,45847.04177418839
2022-07-28,46004.07342907762
2022-07-29,45788.377705579056
2022-08-01,45360.48235799709
2022-08-02,44993.07941476718
2022-08-03,44945.037497341444
2022-08-04,45794.10366819341
2022-08-05,46056.359457290724
2022-08-08,46758.91477000828
2022-08-09,46904.89050228041
2022-08-10,46915.584699439976
2022-08-11,47400.5742709031
2022-08-12,47399.82126214573
2022-08-15,47640.071251047346
2022-08-16,47196.36180184881
2022-08-17,47138.33985219063
2022-08-18,47491.39315361729
2022-08-19,47009.34301317703
2022-08-22,46842.39518566752
2022-08-23,47007.50715544218
2022-08-24,47336.03874190355
2022-08-25,46253.72170586593
2022-08-26,46491.28579024971
2022-08-29,45758.26372960171
2022-08-30,46018.47473444749
2022-08-31,45507.705744834464
2022-09-01,45491.696611751104
2022-09-02,45063.21970260135
2022-09-06,45477.533030589446
2022-09-07,45581.8245114743
2022-09-08,45644.81993304387
2022-09-09,45941.52587881321
2022-09-12,44547.441863295295
2022-09-13,44804.61793270639
2022-09-14,44103.2987497553
2022-09-15,44133.087192671715
2022-09-16,44504.93354677441
2022-09-19,44077.048646410825
2022-09-20,43808.624489097376
2022-09-21,43623.49287151914
2022-09-22,42719.69904149184
2022-09-23,42382.99439661131
2022-09-26,42600.14456453203
2022-09-27,43794.753766829286
2022-09-28,43019.8443944548
2022-09-29,42742.25030800848
2022-09-30,43807.450754021535
2022-10-03,45086.16679081818
2022-10-04,44736.40874854481
2022-10-05,44213.89097882194
2022-10-06,43706.750308570896
2022-10-07,44030.20701202287
2022-10-10,44506.18861445696
2022-10-11,44064.15234772374
2022-10-12,44741.842822740546
2022-10-13,43996.92984491532
2022-10-14,44021.8870728493
2022-10-17,44582.828807540674
2022-10-18,44594.51833375386
2022-10-19,43987.21478963738
2022-10-20,45042.466278370106
2022-10-21,45492.13671159611
2022-10-24,45536.678817405525
2022-10-25,46170.393512137634
2022-10-26,46634.86015926988
2022-10-27,47368.65549895993
2022-10-28,47896.370358188
2022-10-31,47703.455234016415
2022-11-01,47631.67948269089
2022-11-02,48138.009626461164
2022-11-03,48404.406056098465
2022-11-04,48711.8676556899
2022-11-07,48802.8027009238
2022-11-08,48654.35870730648
2022-11-09,49220.10902147012
2022-11-10,47459.332493289876
2022-11-11,47970.86143643983
2022-11-14,48353.81529585111
2022-11-15,48319.73097239595
2022-11-16,48985.05430370189
2022-11-17,49607.28024176777
2022-11-18,49476.45671405784
2022-11-21,50200.7607391995
2022-11-22,50371.57504115081
2022-11-23,50590.058807044385
2022-11-25,50147.806944718504
2022-11-28,50001.40987274408
2022-11-29,51191.728305998564
2022-11-30,50896.299273883174
2022-12-01,51069.201417442484
2022-12-02,50544.42293834472
2022-12-05,49828.51952160961
2022-12-06,49828.082470125206
2022-12-07,50036.01672627164
2022-12-08,49080.63103607961
2022-12-09,49715.145804624866
2022-12-12,50266.11011854323
2022-12-13,50696.744076259754
2022-12-14,49872.77151990731
2022-12-15,49320.8631432942
2022-12-16,49199.80965821907
2022-12-19,49073.745307679004
2022-12-20,49956.9717049469
2022-12-21,49255.947539490924
2022-12-22,49444.781482477
2022-12-23,49220.879373381234
2022-12-27,47675.861682800736
2022-12-28,47790.81913992662
2022-12-29,47944.92628732073
2022-12-30,47324.34003273471
2023-01-03,47589.42854863408
2023-01-04,47749.2388463743
2023-01-05,48939.06335854558
2023-01-06,48161.32345265854
2023-01-09,48998.320523013215
2023-01-10,48917.825347819286
2023-01-11,49127.20849388712
2023-01-12,49440.10491177668
2023-01-13,48921.645775039906
2023-01-17,48419.14193838234
2023-01-18,47816.71128844714
2023-01-19,48051.72470735095
2023-01-20,48509.17523223864
2023-01-23,47968.5165522716
2023-01-24,47842.27512377515
2023-01-25,48351.29442822565
2023-01-26,48222.54006024716
2023-01-27,47564.358586546616
2023-01-30,48255.964928376496
2023-01-31,48437.46321128794
2023-02-01,47109.65978534934
2023-02-02,47151.68811094618
2023-02-03,47050.60061917706
2023-02-06,46763.97734681795
2023-02-07,46623.665881232075
2023-02-08,46098.362361537176
